id,date,user,pc,to,cc,bcc,from,size,attachments,content
E400152,08/10/2026 21:14:00,AAF0535,PC-2408,team_leads@dta.com,,,althea.fleming@dta.com,65665,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400153,08/10/2026 18:54:00,AAM0658,PC-9923,team_leads@dta.com,,,anthony.miller@dta.com,28912,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400154,08/10/2026 20:54:00,BBS0039,PC-9436,team_leads@dta.com,,,brandon.starks@dta.com,41552,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400155,08/10/2026 22:10:00,EMP102,PC-3012,team_leads@dta.com,,,alice.smith@dta.com,81924,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400156,08/10/2026 21:36:00,EMP103,PC-4105,team_leads@dta.com,,,bob.jones@dta.com,56252,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400157,08/10/2026 19:47:00,EMP104,PC-1102,team_leads@dta.com,,,carol.davis@dta.com,15969,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400158,08/10/2026 19:58:00,EMP105,PC-5001,team_leads@dta.com,,,david.wilson@dta.com,19852,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400159,08/10/2026 20:10:00,EMP106,PC-1088,team_leads@dta.com,,,elena.rostova@dta.com,29139,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400160,08/10/2026 20:35:00,EMP107,PC-6110,team_leads@dta.com,,,frank.miller@dta.com,30465,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400161,08/10/2026 21:18:00,EMP108,PC-1044,team_leads@dta.com,,,grace.hopper@dta.com,32885,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400162,08/10/2026 20:27:00,EMP109,PC-7020,team_leads@dta.com,,,henry.ford@dta.com,58254,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400163,08/10/2026 19:53:00,EMP110,PC-8005,team_leads@dta.com,,,isabella.cruz@dta.com,29555,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400164,08/10/2026 21:44:00,EMP111,PC-3099,team_leads@dta.com,,,jack.ryan@dta.com,49827,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400165,08/10/2026 20:04:00,EMP112,PC-2490,team_leads@dta.com,,,karen.page@dta.com,60915,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400166,08/10/2026 19:46:00,EMP113,PC-7045,team_leads@dta.com,,,liam.neeson@dta.com,17100,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400167,08/10/2026 20:06:00,EMP114,PC-1250,team_leads@dta.com,,,mia.wong@dta.com,33299,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400168,08/10/2026 21:40:00,EMP115,PC-6125,team_leads@dta.com,,,noah.centineo@dta.com,14180,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400169,08/10/2026 21:53:00,EMP116,PC-1300,team_leads@dta.com,,,olivia.wilde@dta.com,74205,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400170,08/10/2026 22:59:00,EMP117,PC-9910,team_leads@dta.com,,,peter.parker@dta.com,61832,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400171,08/10/2026 20:03:00,EMP118,PC-5022,team_leads@dta.com,,,quinn.fabray@dta.com,66890,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400172,08/10/2026 20:38:00,EMP119,PC-3150,team_leads@dta.com,,,robert.langdon@dta.com,39176,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400173,08/10/2026 22:18:00,EMP120,PC-4120,team_leads@dta.com,,,sophia.turner@dta.com,75462,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400174,08/10/2026 20:17:00,EMP121,PC-8050,team_leads@dta.com,,,thomas.shelby@dta.com,57718,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400175,08/10/2026 20:46:00,EMP122,PC-6150,team_leads@dta.com,,,uma.thurman@dta.com,69983,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400176,08/10/2026 19:57:00,EMP123,PC-4190,team_leads@dta.com,,,victor.vance@dta.com,43363,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400177,08/10/2026 20:57:00,EMP124,PC-9001,team_leads@dta.com,,,wendy.darling@dta.com,30018,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400178,08/10/2026 21:48:00,EMP125,PC-9402,team_leads@dta.com,,,xavier.woods@dta.com,49649,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400179,08/10/2026 23:11:00,EMP126,PC-9945,team_leads@dta.com,,,yara.greyjoy@dta.com,34946,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400180,08/10/2026 19:13:00,EMP127,PC-1070,team_leads@dta.com,,,zachary.levi@dta.com,51110,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400181,08/11/2026 19:10:00,EMP101,PC-1001,team_leads@dta.com,,,norman.empson@dta.com,26764,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400182,08/11/2026 21:35:00,AAF0535,PC-2408,team_leads@dta.com,,,althea.fleming@dta.com,37318,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400183,08/11/2026 20:41:00,AAM0658,PC-9923,team_leads@dta.com,,,anthony.miller@dta.com,54415,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400184,08/11/2026 18:02:00,BBS0039,PC-9436,team_leads@dta.com,,,brandon.starks@dta.com,46282,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400185,08/11/2026 22:39:00,EMP102,PC-3012,team_leads@dta.com,,,alice.smith@dta.com,77866,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400186,08/11/2026 21:19:00,EMP103,PC-4105,team_leads@dta.com,,,bob.jones@dta.com,66505,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400187,08/11/2026 23:28:00,EMP104,PC-1102,team_leads@dta.com,,,carol.davis@dta.com,26707,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400188,08/11/2026 21:38:00,EMP105,PC-5001,team_leads@dta.com,,,david.wilson@dta.com,76071,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400189,08/11/2026 18:46:00,EMP106,PC-1088,team_leads@dta.com,,,elena.rostova@dta.com,72604,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400190,08/11/2026 22:00:00,EMP107,PC-6110,team_leads@dta.com,,,frank.miller@dta.com,20357,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400191,08/11/2026 19:39:00,EMP108,PC-1044,team_leads@dta.com,,,grace.hopper@dta.com,62132,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400192,08/11/2026 19:54:00,EMP109,PC-7020,team_leads@dta.com,,,henry.ford@dta.com,35392,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400193,08/11/2026 21:49:00,EMP110,PC-8005,team_leads@dta.com,,,isabella.cruz@dta.com,61712,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400194,08/11/2026 20:52:00,EMP111,PC-3099,team_leads@dta.com,,,jack.ryan@dta.com,14050,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400195,08/11/2026 21:22:00,EMP112,PC-2490,team_leads@dta.com,,,karen.page@dta.com,17798,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400196,08/11/2026 22:01:00,EMP113,PC-7045,team_leads@dta.com,,,liam.neeson@dta.com,54030,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400197,08/11/2026 18:34:00,EMP114,PC-1250,team_leads@dta.com,,,mia.wong@dta.com,84970,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400198,08/11/2026 20:01:00,EMP115,PC-6125,team_leads@dta.com,,,noah.centineo@dta.com,66568,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400199,08/11/2026 23:03:00,EMP116,PC-1300,team_leads@dta.com,,,olivia.wilde@dta.com,19552,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400200,08/11/2026 19:49:00,EMP117,PC-9910,team_leads@dta.com,,,peter.parker@dta.com,82206,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400201,08/11/2026 18:58:00,EMP118,PC-5022,team_leads@dta.com,,,quinn.fabray@dta.com,74835,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400202,08/11/2026 21:19:00,EMP119,PC-3150,team_leads@dta.com,,,robert.langdon@dta.com,38805,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400203,08/11/2026 20:47:00,EMP120,PC-4120,team_leads@dta.com,,,sophia.turner@dta.com,79215,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400204,08/11/2026 19:33:00,EMP121,PC-8050,team_leads@dta.com,,,thomas.shelby@dta.com,46180,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400205,08/11/2026 21:38:00,EMP122,PC-6150,team_leads@dta.com,,,uma.thurman@dta.com,56245,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400206,08/11/2026 20:18:00,EMP123,PC-4190,team_leads@dta.com,,,victor.vance@dta.com,83058,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400207,08/11/2026 18:50:00,EMP124,PC-9001,team_leads@dta.com,,,wendy.darling@dta.com,31795,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400208,08/11/2026 18:17:00,EMP125,PC-9402,team_leads@dta.com,,,xavier.woods@dta.com,12866,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400209,08/11/2026 19:27:00,EMP126,PC-9945,team_leads@dta.com,,,yara.greyjoy@dta.com,24624,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400210,08/11/2026 19:17:00,EMP127,PC-1070,team_leads@dta.com,,,zachary.levi@dta.com,41603,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400211,08/12/2026 21:20:00,EMP101,PC-1001,team_leads@dta.com,,,norman.empson@dta.com,61436,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400212,08/12/2026 21:27:00,AAF0535,PC-2408,team_leads@dta.com,,,althea.fleming@dta.com,24499,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400213,08/12/2026 18:59:00,AAM0658,PC-9923,team_leads@dta.com,,,anthony.miller@dta.com,53220,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400214,08/12/2026 20:37:00,BBS0039,PC-9436,team_leads@dta.com,,,brandon.starks@dta.com,43519,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400215,08/12/2026 19:56:00,EMP102,PC-3012,team_leads@dta.com,,,alice.smith@dta.com,24803,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400216,08/12/2026 19:21:00,EMP103,PC-4105,team_leads@dta.com,,,bob.jones@dta.com,47825,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400217,08/12/2026 19:52:00,EMP104,PC-1102,team_leads@dta.com,,,carol.davis@dta.com,50715,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400218,08/12/2026 21:54:00,EMP105,PC-5001,team_leads@dta.com,,,david.wilson@dta.com,63068,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400219,08/12/2026 19:56:00,EMP106,PC-1088,team_leads@dta.com,,,elena.rostova@dta.com,23442,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400220,08/12/2026 21:00:00,EMP107,PC-6110,team_leads@dta.com,,,frank.miller@dta.com,54523,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400221,08/12/2026 21:55:00,EMP108,PC-1044,team_leads@dta.com,,,grace.hopper@dta.com,61903,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400222,08/12/2026 19:24:00,EMP109,PC-7020,team_leads@dta.com,,,henry.ford@dta.com,75469,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400223,08/12/2026 20:20:00,EMP110,PC-8005,team_leads@dta.com,,,isabella.cruz@dta.com,26021,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400224,08/12/2026 18:53:00,EMP111,PC-3099,team_leads@dta.com,,,jack.ryan@dta.com,51378,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400225,08/12/2026 22:05:00,EMP112,PC-2490,team_leads@dta.com,,,karen.page@dta.com,43775,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400226,08/12/2026 19:30:00,EMP113,PC-7045,team_leads@dta.com,,,liam.neeson@dta.com,72505,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400227,08/12/2026 19:29:00,EMP114,PC-1250,team_leads@dta.com,,,mia.wong@dta.com,45119,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400228,08/12/2026 22:41:00,EMP115,PC-6125,team_leads@dta.com,,,noah.centineo@dta.com,66827,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400229,08/12/2026 18:34:00,EMP116,PC-1300,team_leads@dta.com,,,olivia.wilde@dta.com,64378,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400230,08/12/2026 21:55:00,EMP117,PC-9910,team_leads@dta.com,,,peter.parker@dta.com,40971,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400231,08/12/2026 19:49:00,EMP118,PC-5022,team_leads@dta.com,,,quinn.fabray@dta.com,50722,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400232,08/12/2026 19:29:00,EMP119,PC-3150,team_leads@dta.com,,,robert.langdon@dta.com,69431,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400233,08/12/2026 23:18:00,EMP120,PC-4120,team_leads@dta.com,,,sophia.turner@dta.com,43970,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400234,08/12/2026 21:18:00,EMP121,PC-8050,team_leads@dta.com,,,thomas.shelby@dta.com,68640,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400235,08/12/2026 22:13:00,EMP122,PC-6150,team_leads@dta.com,,,uma.thurman@dta.com,20200,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400236,08/12/2026 21:17:00,EMP123,PC-4190,team_leads@dta.com,,,victor.vance@dta.com,53078,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400237,08/12/2026 22:10:00,EMP124,PC-9001,team_leads@dta.com,,,wendy.darling@dta.com,23108,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400238,08/12/2026 19:59:00,EMP125,PC-9402,team_leads@dta.com,,,xavier.woods@dta.com,66819,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400239,08/12/2026 19:18:00,EMP126,PC-9945,team_leads@dta.com,,,yara.greyjoy@dta.com,76178,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400240,08/12/2026 22:36:00,EMP127,PC-1070,team_leads@dta.com,,,zachary.levi@dta.com,62324,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400241,08/13/2026 22:49:00,EMP101,PC-1001,team_leads@dta.com,,,norman.empson@dta.com,40905,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400242,08/13/2026 21:22:00,AAF0535,PC-2408,team_leads@dta.com,,,althea.fleming@dta.com,78952,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400243,08/13/2026 19:31:00,AAM0658,PC-9923,team_leads@dta.com,,,anthony.miller@dta.com,67725,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400244,08/13/2026 20:33:00,BBS0039,PC-9436,team_leads@dta.com,,,brandon.starks@dta.com,27386,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400245,08/13/2026 21:33:00,EMP102,PC-3012,team_leads@dta.com,,,alice.smith@dta.com,39082,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400246,08/13/2026 20:29:00,EMP103,PC-4105,team_leads@dta.com,,,bob.jones@dta.com,47041,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400247,08/13/2026 21:10:00,EMP104,PC-1102,team_leads@dta.com,,,carol.davis@dta.com,54217,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400248,08/13/2026 19:02:00,EMP105,PC-5001,team_leads@dta.com,,,david.wilson@dta.com,24202,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400249,08/13/2026 22:39:00,EMP106,PC-1088,team_leads@dta.com,,,elena.rostova@dta.com,72089,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400250,08/13/2026 21:31:00,EMP107,PC-6110,team_leads@dta.com,,,frank.miller@dta.com,29117,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400251,08/13/2026 21:17:00,EMP108,PC-1044,team_leads@dta.com,,,grace.hopper@dta.com,12088,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400252,08/13/2026 20:16:00,EMP109,PC-7020,team_leads@dta.com,,,henry.ford@dta.com,22803,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400253,08/13/2026 22:42:00,EMP110,PC-8005,team_leads@dta.com,,,isabella.cruz@dta.com,24475,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400254,08/13/2026 18:15:00,EMP111,PC-3099,team_leads@dta.com,,,jack.ryan@dta.com,57032,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400255,08/13/2026 18:53:00,EMP112,PC-2490,team_leads@dta.com,,,karen.page@dta.com,53071,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400256,08/13/2026 19:21:00,EMP113,PC-7045,team_leads@dta.com,,,liam.neeson@dta.com,33511,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400257,08/13/2026 23:02:00,EMP114,PC-1250,team_leads@dta.com,,,mia.wong@dta.com,40474,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400258,08/13/2026 21:28:00,EMP115,PC-6125,team_leads@dta.com,,,noah.centineo@dta.com,30327,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400259,08/13/2026 21:36:00,EMP116,PC-1300,team_leads@dta.com,,,olivia.wilde@dta.com,15515,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400260,08/13/2026 19:41:00,EMP117,PC-9910,team_leads@dta.com,,,peter.parker@dta.com,43599,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400261,08/13/2026 23:20:00,EMP118,PC-5022,team_leads@dta.com,,,quinn.fabray@dta.com,67163,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400262,08/13/2026 19:37:00,EMP119,PC-3150,team_leads@dta.com,,,robert.langdon@dta.com,46365,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400263,08/13/2026 19:50:00,EMP120,PC-4120,team_leads@dta.com,,,sophia.turner@dta.com,64727,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400264,08/13/2026 20:03:00,EMP121,PC-8050,team_leads@dta.com,,,thomas.shelby@dta.com,63213,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400265,08/13/2026 20:55:00,EMP122,PC-6150,team_leads@dta.com,,,uma.thurman@dta.com,19212,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400266,08/13/2026 21:10:00,EMP123,PC-4190,team_leads@dta.com,,,victor.vance@dta.com,80551,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400267,08/13/2026 22:36:00,EMP124,PC-9001,team_leads@dta.com,,,wendy.darling@dta.com,68272,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400268,08/13/2026 19:47:00,EMP125,PC-9402,team_leads@dta.com,,,xavier.woods@dta.com,77484,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400269,08/13/2026 18:34:00,EMP126,PC-9945,team_leads@dta.com,,,yara.greyjoy@dta.com,13610,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400270,08/13/2026 18:59:00,EMP127,PC-1070,team_leads@dta.com,,,zachary.levi@dta.com,54179,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400271,08/14/2026 19:23:00,EMP101,PC-1001,team_leads@dta.com,,,norman.empson@dta.com,79603,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400272,08/14/2026 19:16:00,AAF0535,PC-2408,team_leads@dta.com,,,althea.fleming@dta.com,50219,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400273,08/14/2026 19:40:00,AAM0658,PC-9923,team_leads@dta.com,,,anthony.miller@dta.com,65744,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400274,08/14/2026 18:40:00,BBS0039,PC-9436,team_leads@dta.com,,,brandon.starks@dta.com,38895,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400275,08/14/2026 22:15:00,EMP102,PC-3012,team_leads@dta.com,,,alice.smith@dta.com,80125,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400276,08/14/2026 20:03:00,EMP103,PC-4105,team_leads@dta.com,,,bob.jones@dta.com,20163,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400277,08/14/2026 21:37:00,EMP104,PC-1102,team_leads@dta.com,,,carol.davis@dta.com,47645,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400278,08/14/2026 19:59:00,EMP105,PC-5001,team_leads@dta.com,,,david.wilson@dta.com,73086,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400279,08/14/2026 22:57:00,EMP106,PC-1088,team_leads@dta.com,,,elena.rostova@dta.com,17286,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400280,08/14/2026 21:13:00,EMP107,PC-6110,team_leads@dta.com,,,frank.miller@dta.com,51169,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400281,08/14/2026 22:36:00,EMP108,PC-1044,team_leads@dta.com,,,grace.hopper@dta.com,30322,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400282,08/14/2026 20:29:00,EMP109,PC-7020,team_leads@dta.com,,,henry.ford@dta.com,45924,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400283,08/14/2026 18:11:00,EMP110,PC-8005,team_leads@dta.com,,,isabella.cruz@dta.com,72423,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400284,08/14/2026 19:04:00,EMP111,PC-3099,team_leads@dta.com,,,jack.ryan@dta.com,36530,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400285,08/14/2026 21:24:00,EMP112,PC-2490,team_leads@dta.com,,,karen.page@dta.com,66000,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400286,08/14/2026 22:26:00,EMP113,PC-7045,team_leads@dta.com,,,liam.neeson@dta.com,14559,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400287,08/14/2026 20:31:00,EMP114,PC-1250,team_leads@dta.com,,,mia.wong@dta.com,15416,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400288,08/14/2026 20:37:00,EMP115,PC-6125,team_leads@dta.com,,,noah.centineo@dta.com,32922,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400289,08/14/2026 21:51:00,EMP116,PC-1300,team_leads@dta.com,,,olivia.wilde@dta.com,62911,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400290,08/14/2026 19:18:00,EMP117,PC-9910,team_leads@dta.com,,,peter.parker@dta.com,58095,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400291,08/14/2026 18:59:00,EMP118,PC-5022,team_leads@dta.com,,,quinn.fabray@dta.com,19362,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400292,08/14/2026 22:04:00,EMP119,PC-3150,team_leads@dta.com,,,robert.langdon@dta.com,29103,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400293,08/14/2026 23:25:00,EMP120,PC-4120,team_leads@dta.com,,,sophia.turner@dta.com,59826,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400294,08/14/2026 21:09:00,EMP121,PC-8050,team_leads@dta.com,,,thomas.shelby@dta.com,53586,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400295,08/14/2026 19:30:00,EMP122,PC-6150,team_leads@dta.com,,,uma.thurman@dta.com,12235,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400296,08/14/2026 20:02:00,EMP123,PC-4190,team_leads@dta.com,,,victor.vance@dta.com,77035,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400297,08/14/2026 21:51:00,EMP124,PC-9001,team_leads@dta.com,,,wendy.darling@dta.com,56007,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400298,08/14/2026 22:04:00,EMP125,PC-9402,team_leads@dta.com,,,xavier.woods@dta.com,12167,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400299,08/14/2026 21:45:00,EMP126,PC-9945,team_leads@dta.com,,,yara.greyjoy@dta.com,41567,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400300,08/14/2026 19:55:00,EMP127,PC-1070,team_leads@dta.com,,,zachary.levi@dta.com,34296,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400301,08/17/2026 21:22:00,EMP101,PC-1001,team_leads@dta.com,,,norman.empson@dta.com,69067,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400302,08/17/2026 22:19:00,AAF0535,PC-2408,team_leads@dta.com,,,althea.fleming@dta.com,48202,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
E400303,08/17/2026 21:29:00,AAM0658,PC-9923,team_leads@dta.com,,,anthony.miller@dta.com,25133,weekly_sync.docx,"Hi team, sharing the updated sprint deliverable review notes for this week."
